Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss (in Million $),Incident Resolution Time (in Ho,Number of Affected Users,Region,Incident Cost Per User ($),Attack Velocity (Per Hour),Financial Loss Score,Resolution Speed Score,User Impact Score,Overal Severity Score,Attack Complexity Score,Vulnerability Complexity Score,Overall Complexity Score,Geopolitical Risk Score
France,2017,SQL Injection,Healthcare,Insider,Social Engineering,Antivirus,34.42,22,69900,Western Europe,492.42,3177,1,1,1,1,3,1,2,2
China,2017,Phishing,IT,Insider,Zero-day,AI-based Detection,56.51,23,265790,East Asia,212.61,11556,1,1,2,1,1,3,2,4
Germany,2022,SQL Injection,Retail,Unknown,Zero-day,Antivirus,20.33,23,139883,Western Europe,145.34,6082,1,1,1,1,3,3,3,2
USA,2017,SQL Injection,Government,Unknown,Zero-day,Antivirus,16.38,23,84036,Northern America,194.92,3654,1,1,1,1,3,3,3,3
India,2023,Man-in-the-Middle,IT,Hacker Group,Unpatched Software,Firewall,53.28,23,241888,South Asia,220.27,10517,1,1,2,1,3,2,3,4
China,2023,Ransomware,Education,Unknown,Weak Passwords,AI-based Detection,50.4,23,223336,East Asia,225.67,9710,1,1,1,1,2,1,2,4
UK,2015,Man-in-the-Middle,Banking,Unknown,Social Engineering,Firewall,43.45,23,88415,Northern Europe,491.43,3844,1,1,1,1,3,1,2,2
Australia,2023,Man-in-the-Middle,Banking,Unknown,Zero-day,Firewall,44.53,23,165897,Oceania,268.42,7213,1,1,1,1,3,3,3,1
Japan,2018,Phishing,Education,Unknown,Weak Passwords,Antivirus,30.89,23,126298,East Asia,244.58,5491,1,1,1,1,1,1,1,2
Brazil,2017,SQL Injection,Telecommunications,Insider,Unpatched Software,Antivirus,45.16,23,64183,South America,703.61,2791,1,1,1,1,3,2,3,3
China,2016,SQL Injection,Banking,Insider,Zero-day,Firewall,55.81,23,162035,East Asia,344.43,7045,1,1,1,1,3,3,3,4
Japan,2024,Man-in-the-Middle,Telecommunications,Insider,Social Engineering,Antivirus,42.09,23,172323,East Asia,244.25,7492,1,1,1,1,3,1,2,2
Australia,2024,DDoS,IT,Unknown,Weak Passwords,VPN,54.84,23,177290,Oceania,309.32,7708,1,1,1,1,2,1,2,1
UK,2015,Malware,IT,Unknown,Zero-day,AI-based Detection,61.43,23,177459,Northern Europe,346.16,7716,1,1,1,1,2,3,3,2
Brazil,2018,Man-in-the-Middle,IT,Unknown,Unpatched Software,Encryption,27.46,23,94850,South America,289.51,4124,1,1,1,1,3,2,3,3
Japan,2018,Man-in-the-Middle,Education,Insider,Zero-day,AI-based Detection,34.85,23,70459,East Asia,494.61,3063,1,1,1,1,3,3,3,2
Germany,2023,SQL Injection,Telecommunications,Unknown,Unpatched Software,Encryption,34.98,23,178270,Western Europe,196.22,7751,1,1,1,1,3,2,3,2
UK,2022,Man-in-the-Middle,Telecommunications,Hacker Group,Unpatched Software,Encryption,38.28,23,177837,Northern Europe,215.25,7732,1,1,1,1,3,2,3,2
USA,2024,Man-in-the-Middle,Government,Unknown,Social Engineering,Encryption,28.18,23,235230,Northern America,119.8,10227,1,1,2,1,3,1,2,3
Japan,2015,SQL Injection,Banking,Nation-state,Social Engineering,Encryption,101.05,23,103537,East Asia,975.98,4502,1,1,1,1,3,1,2,2
Brazil,2016,SQL Injection,Telecommunications,Unknown,Zero-day,Antivirus,28.71,23,39340,South America,729.79,1710,1,1,1,1,3,3,3,3
Australia,2018,Malware,Education,Hacker Group,Zero-day,AI-based Detection,50.2,23,123394,Oceania,406.83,5365,1,1,1,1,2,3,3,1
Japan,2017,Phishing,IT,Insider,Zero-day,Encryption,42.97,23,168977,East Asia,254.29,7347,1,1,1,1,1,3,2,2
Brazil,2023,Man-in-the-Middle,Banking,Unknown,Social Engineering,Firewall,66.97,23,181898,South America,368.17,7909,1,1,1,1,3,1,2,3
UK,2020,Man-in-the-Middle,IT,Unknown,Social Engineering,AI-based Detection,22.25,23,161265,Northern Europe,137.97,7012,1,1,1,1,3,1,2,2
Germany,2023,Man-in-the-Middle,Retail,Insider,Unpatched Software,AI-based Detection,24.78,23,194428,Western Europe,127.45,8453,1,1,1,1,3,2,3,2
UK,2016,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,Encryption,19.2,23,45785,Northern Europe,419.35,1991,1,1,1,1,3,2,3,2
Australia,2016,Man-in-the-Middle,IT,Unknown,Unpatched Software,Encryption,35.32,23,73684,Oceania,479.34,3204,1,1,1,1,3,2,3,1
Japan,2017,Phishing,IT,Unknown,Unpatched Software,AI-based Detection,41.2,23,167630,East Asia,245.78,7288,1,1,1,1,1,2,2,2
UK,2021,Man-in-the-Middle,IT,Hacker Group,Unpatched Software,Encryption,25.46,23,180200,Northern Europe,141.29,7835,1,1,1,1,3,2,3,2
USA,2018,SQL Injection,Banking,Nation-state,Weak Passwords,Antivirus,92.21,23,223136,Northern America,413.25,9702,1,1,1,1,3,1,2,3
UK,2017,Man-in-the-Middle,Telecommunications,Hacker Group,Unpatched Software,Firewall,25.27,23,86488,Northern Europe,292.18,3760,1,1,1,1,3,2,3,2
Japan,2021,SQL Injection,Retail,Insider,Unpatched Software,Encryption,28.1,23,109082,East Asia,257.6,4743,1,1,1,1,3,2,3,2
Japan,2022,SQL Injection,Retail,Nation-state,Weak Passwords,AI-based Detection,43.7,23,133515,East Asia,327.3,5805,1,1,1,1,3,1,2,2
USA,2018,Phishing,Banking,Insider,Zero-day,VPN,75.41,23,343320,Northern America,219.65,14927,1,1,2,1,1,3,2,3
India,2020,SQL Injection,Banking,Insider,Social Engineering,AI-based Detection,48.83,23,174268,South Asia,280.2,7577,1,1,1,1,3,1,2,4
Australia,2016,Man-in-the-Middle,IT,Unknown,Weak Passwords,Firewall,5.74,23,53138,Oceania,108.02,2310,1,1,1,1,3,1,2,1
Germany,2023,Ransomware,Banking,Unknown,Unpatched Software,Encryption,89.49,23,276324,Western Europe,323.86,12014,1,1,2,1,2,2,2,2
India,2019,Phishing,Government,Insider,Zero-day,Firewall,56.87,23,207502,South Asia,274.07,9022,1,1,1,1,1,3,2,4
France,2023,Man-in-the-Middle,Retail,Hacker Group,Unpatched Software,Firewall,20.06,23,156547,Western Europe,128.14,6806,1,1,1,1,3,2,3,2
India,2020,Man-in-the-Middle,Government,Unknown,Zero-day,Encryption,26.54,23,123292,South Asia,215.26,5361,1,1,1,1,3,3,3,4
India,2020,SQL Injection,Government,Hacker Group,Unpatched Software,AI-based Detection,36.23,23,125038,South Asia,289.75,5436,1,1,1,1,3,2,3,4
France,2020,Phishing,Government,Insider,Zero-day,VPN,42.71,23,189897,Western Europe,224.91,8256,1,1,1,1,1,3,2,2
UK,2019,SQL Injection,Banking,Insider,Social Engineering,Firewall,58.69,23,160120,Northern Europe,366.54,6962,1,1,1,1,3,1,2,2
Germany,2016,SQL Injection,Retail,Unknown,Social Engineering,VPN,15.17,23,39580,Western Europe,383.27,1721,1,1,1,1,3,1,2,2
Russia,2021,Man-in-the-Middle,Healthcare,Nation-state,Weak Passwords,Firewall,89.52,23,269764,Eastern Europe,331.85,11729,1,1,2,1,3,1,2,5
France,2017,SQL Injection,Government,Insider,Zero-day,VPN,26.28,24,40860,Western Europe,643.17,1703,1,1,1,1,3,3,3,2
Germany,2018,Ransomware,Education,Unknown,Social Engineering,VPN,58.27,24,130834,Western Europe,445.37,5451,1,1,1,1,2,1,2,2
USA,2018,Phishing,Telecommunications,Unknown,Social Engineering,Encryption,49.89,24,282507,Northern America,176.6,11771,1,1,2,1,1,1,1,3
India,2020,Man-in-the-Middle,Retail,Hacker Group,Weak Passwords,Antivirus,35.1,24,140396,South Asia,250.01,5850,1,1,1,1,3,1,2,4
Brazil,2023,SQL Injection,Telecommunications,Insider,Weak Passwords,Encryption,32.37,24,136608,South America,236.96,5692,1,1,1,1,3,1,2,3
USA,2023,SQL Injection,Government,Hacker Group,Zero-day,Antivirus,57.03,24,238101,Northern America,239.52,9921,1,1,2,1,3,3,3,3
USA,2015,Man-in-the-Middle,Government,Unknown,Weak Passwords,Antivirus,30.41,24,68949,Northern America,441.05,2873,1,1,1,1,3,1,2,3
UK,2016,Man-in-the-Middle,Banking,Unknown,Weak Passwords,Encryption,53.86,24,114424,Northern Europe,470.71,4768,1,1,1,1,3,1,2,2
Germany,2016,Phishing,Education,Unknown,Unpatched Software,Firewall,20.9,24,101142,Western Europe,206.64,4214,1,1,1,1,1,2,2,2
Russia,2018,Man-in-the-Middle,Government,Unknown,Unpatched Software,AI-based Detection,36.64,24,107488,Eastern Europe,340.88,4479,1,1,1,1,3,2,3,5
USA,2015,Phishing,Education,Insider,Social Engineering,Encryption,43.52,24,173184,Northern America,251.29,7216,1,1,1,1,1,1,1,3
Brazil,2022,Phishing,Banking,Insider,Unpatched Software,AI-based Detection,121.95,24,294467,South America,414.14,12269,1,1,2,1,1,2,2,3
Japan,2021,Man-in-the-Middle,Retail,Hacker Group,Weak Passwords,Encryption,36.79,24,121086,East Asia,303.83,5045,1,1,1,1,3,1,2,2
USA,2020,Phishing,Banking,Hacker Group,Weak Passwords,Antivirus,100.45,24,424240,Northern America,236.78,17677,1,1,2,1,1,1,1,3
China,2022,SQL Injection,Banking,Hacker Group,Zero-day,Firewall,59.02,24,296184,East Asia,199.27,12341,1,1,2,1,3,3,3,4
India,2020,Phishing,Telecommunications,Insider,Zero-day,Firewall,64.37,24,256893,South Asia,250.57,10704,1,1,2,1,1,3,2,4
Russia,2023,SQL Injection,Telecommunications,Insider,Unpatched Software,Encryption,44.19,24,180614,Eastern Europe,244.67,7526,1,1,1,1,3,2,3,5
Russia,2015,SQL Injection,Education,Insider,Weak Passwords,VPN,23.33,24,14603,Eastern Europe,1597.62,608,1,1,1,1,3,1,2,5
Japan,2023,Phishing,Retail,Insider,Unpatched Software,AI-based Detection,29.21,24,216408,East Asia,134.98,9017,1,1,1,1,1,2,2,2
UK,2019,Phishing,IT,Unknown,Social Engineering,AI-based Detection,56.49,24,293366,Northern Europe,192.56,12224,1,1,2,1,1,1,1,2
Germany,2016,Malware,Banking,Nation-state,Social Engineering,Antivirus,102.56,24,219141,Western Europe,468.01,9131,1,1,1,1,2,1,2,2
UK,2020,SQL Injection,IT,Nation-state,Social Engineering,Antivirus,70.12,24,196021,Northern Europe,357.72,8168,1,1,1,1,3,1,2,2
Japan,2015,SQL Injection,Education,Nation-state,Social Engineering,VPN,46.08,24,33538,East Asia,1373.96,1397,1,1,1,1,3,1,2,2
Russia,2016,Man-in-the-Middle,Telecommunications,Unknown,Unpatched Software,Firewall,17.62,24,69088,Eastern Europe,255.04,2879,1,1,1,1,3,2,3,5
Germany,2022,SQL Injection,IT,Hacker Group,Weak Passwords,AI-based Detection,33.74,24,191254,Western Europe,176.41,7969,1,1,1,1,3,1,2,2
Germany,2024,Phishing,IT,Nation-state,Weak Passwords,AI-based Detection,88.13,24,374468,Western Europe,235.35,15603,1,1,2,1,1,1,1,2
UK,2021,SQL Injection,IT,Hacker Group,Social Engineering,Encryption,42.65,24,189085,Northern Europe,225.56,7879,1,1,1,1,3,1,2,2
USA,2017,SQL Injection,Banking,Unknown,Weak Passwords,Antivirus,28.34,24,142542,Northern America,198.82,5939,1,1,1,1,3,1,2,3
Brazil,2020,Man-in-the-Middle,Retail,Insider,Zero-day,Firewall,23.92,24,87959,South America,271.94,3665,1,1,1,1,3,3,3,3
Russia,2017,SQL Injection,Banking,Nation-state,Unpatched Software,AI-based Detection,39.04,24,98939,Eastern Europe,394.59,4122,1,1,1,1,3,2,3,5
Germany,2020,Man-in-the-Middle,IT,Unknown,Zero-day,Antivirus,26.56,24,186006,Western Europe,142.79,7750,1,1,1,1,3,3,3,2
Australia,2021,Man-in-the-Middle,Telecommunications,Hacker Group,Social Engineering,Antivirus,79.34,24,148391,Oceania,534.67,6183,1,1,1,1,3,1,2,1
Germany,2020,Man-in-the-Middle,Retail,Insider,Zero-day,Firewall,19.78,24,134216,Western Europe,147.37,5592,1,1,1,1,3,3,3,2
UK,2017,Malware,Banking,Insider,Zero-day,Antivirus,138.83,24,281310,Northern Europe,493.51,11721,2,1,2,2,2,3,3,2
UK,2020,Phishing,Banking,Hacker Group,Unpatched Software,Encryption,109.2,24,361394,Northern Europe,302.16,15058,1,2,2,2,1,2,2,2
Brazil,2018,Malware,Education,Insider,Social Engineering,AI-based Detection,57.07,24,130345,South America,437.84,5431,1,2,1,1,2,1,2,3
China,2019,Man-in-the-Middle,Education,Unknown,Social Engineering,Encryption,29.77,24,156043,East Asia,190.78,6502,1,2,1,1,3,1,2,4
China,2022,Man-in-the-Middle,IT,Unknown,Weak Passwords,Antivirus,44.88,24,302098,East Asia,148.56,12587,1,2,2,2,3,1,2,4
France,2015,Man-in-the-Middle,Healthcare,Hacker Group,Zero-day,Firewall,28.33,24,54515,Western Europe,519.67,2271,1,2,1,1,3,3,3,2
Russia,2018,SQL Injection,Education,Nation-state,Unpatched Software,AI-based Detection,43.03,24,79822,Eastern Europe,539.07,3326,1,2,1,1,3,2,3,5
France,2019,Phishing,Healthcare,Insider,Zero-day,Firewall,94.84,24,256997,Western Europe,369.03,10708,1,2,2,2,1,3,2,2
India,2021,SQL Injection,Telecommunications,Nation-state,Zero-day,AI-based Detection,54.78,24,176899,South Asia,309.67,7371,1,2,1,1,3,3,3,4
India,2024,SQL Injection,Telecommunications,Unknown,Zero-day,AI-based Detection,39.47,24,212438,South Asia,185.8,8852,1,2,1,1,3,3,3,4
Australia,2020,SQL Injection,Telecommunications,Unknown,Zero-day,VPN,27.4,24,93268,Oceania,293.78,3886,1,2,1,1,3,3,3,1
China,2016,Phishing,Government,Insider,Weak Passwords,VPN,39.4,24,162702,East Asia,242.16,6779,1,2,1,1,1,1,1,4
Brazil,2020,DDoS,Healthcare,Insider,Unpatched Software,Antivirus,140.74,24,255780,South America,550.24,10658,2,2,2,2,2,2,2,3
UK,2016,SQL Injection,Retail,Nation-state,Social Engineering,Antivirus,28.55,24,58036,Northern Europe,491.94,2418,1,2,1,1,3,1,2,2
Brazil,2015,Malware,Healthcare,Unknown,Zero-day,AI-based Detection,61.45,24,114856,South America,535.02,4786,1,2,1,1,2,3,3,3
Australia,2023,Man-in-the-Middle,Retail,Nation-state,Unpatched Software,Antivirus,27.72,24,131204,Oceania,211.27,5467,1,2,1,1,3,2,3,1
France,2017,Phishing,Banking,Hacker Group,Social Engineering,AI-based Detection,100.55,24,236478,Western Europe,425.2,9853,1,2,2,2,1,1,1,2
Japan,2015,Man-in-the-Middle,Telecommunications,Insider,Zero-day,Firewall,33.85,24,46815,East Asia,723.06,1951,1,2,1,1,3,3,3,2
Japan,2023,SQL Injection,IT,Nation-state,Zero-day,VPN,56.06,24,188804,East Asia,296.92,7867,1,2,1,1,3,3,3,2
Japan,2023,Phishing,Healthcare,Hacker Group,Weak Passwords,Firewall,75.95,24,275587,East Asia,275.59,11483,1,2,2,2,1,1,1,2
Brazil,2019,Man-in-the-Middle,Healthcare,Unknown,Social Engineering,Antivirus,55.5,24,113114,South America,490.66,4713,1,2,1,1,3,1,2,3
Germany,2023,SQL Injection,Education,Insider,Weak Passwords,AI-based Detection,30.09,24,156294,Western Europe,192.52,6512,1,2,1,1,3,1,2,2
Germany,2020,SQL Injection,Healthcare,Nation-state,Unpatched Software,AI-based Detection,73.75,24,173705,Western Europe,424.57,7238,1,2,1,1,3,2,3,2
India,2016,SQL Injection,Banking,Insider,Zero-day,VPN,52.12,24,113563,South Asia,458.95,4732,1,2,1,1,3,3,3,4
Japan,2023,SQL Injection,Telecommunications,Nation-state,Unpatched Software,AI-based Detection,44.76,24,156703,East Asia,285.64,6529,1,2,1,1,3,2,3,2
Brazil,2017,Malware,Banking,Insider,Weak Passwords,AI-based Detection,60.92,24,156489,South America,389.29,6520,1,2,1,1,2,1,2,3
Russia,2018,Man-in-the-Middle,Government,Nation-state,Weak Passwords,Encryption,67.62,24,143062,Eastern Europe,472.66,5961,1,2,1,1,3,1,2,5
France,2024,SQL Injection,Government,Nation-state,Weak Passwords,Firewall,55.97,24,156554,Western Europe,357.51,6523,1,2,1,1,3,1,2,2
UK,2019,Man-in-the-Middle,Banking,Insider,Social Engineering,VPN,71.61,24,178468,Northern Europe,401.25,7436,1,2,1,1,3,1,2,2
Germany,2019,SQL Injection,Banking,Insider,Weak Passwords,Antivirus,47.17,24,144989,Western Europe,325.34,6041,1,2,1,1,3,1,2,2
China,2019,Phishing,IT,Unknown,Weak Passwords,Encryption,38.37,24,291030,East Asia,131.84,12126,1,2,2,2,1,1,1,4
Brazil,2020,Malware,Banking,Nation-state,Weak Passwords,Firewall,59.27,24,203641,South America,291.05,8485,1,2,1,1,2,1,2,3
USA,2019,Man-in-the-Middle,Telecommunications,Unknown,Weak Passwords,Firewall,21.81,24,159380,Northern America,136.84,6641,1,2,1,1,3,1,2,3
China,2023,Man-in-the-Middle,Telecommunications,Unknown,Zero-day,Firewall,18.23,24,255608,East Asia,71.32,10650,1,2,2,2,3,3,3,4
India,2021,Man-in-the-Middle,Retail,Insider,Weak Passwords,Firewall,29.71,25,152994,South Asia,194.19,6120,1,2,1,1,3,1,2,4
China,2019,SQL Injection,Healthcare,Insider,Zero-day,Firewall,65.44,25,226910,East Asia,288.4,9076,1,2,2,2,3,3,3,4
India,2021,Ransomware,Education,Unknown,Unpatched Software,Firewall,46.01,25,152420,South Asia,301.86,6097,1,2,1,1,2,2,2,4
Russia,2023,Malware,IT,Nation-state,Social Engineering,Encryption,152.16,25,404290,Eastern Europe,376.36,16172,2,2,2,2,2,1,2,5
UK,2015,Man-in-the-Middle,Telecommunications,Insider,Zero-day,VPN,39.82,25,67990,Northern Europe,585.67,2720,1,2,1,1,3,3,3,2
France,2022,Phishing,IT,Insider,Zero-day,VPN,44.51,25,287268,Western Europe,154.94,11491,1,2,2,2,1,3,2,2
Japan,2018,SQL Injection,Education,Hacker Group,Social Engineering,Antivirus,18.01,25,54839,East Asia,328.42,2194,1,2,1,1,3,1,2,2
Japan,2020,Phishing,Banking,Nation-state,Unpatched Software,VPN,121.45,25,275548,East Asia,440.76,11022,1,2,2,2,1,2,2,2
UK,2018,Malware,Banking,Unknown,Unpatched Software,Encryption,60.6,25,224043,Northern Europe,270.48,8962,1,2,1,1,2,2,2,2
USA,2016,SQL Injection,Healthcare,Nation-state,Unpatched Software,Firewall,58.53,25,142983,Northern America,409.35,5719,1,2,1,1,3,2,3,3
Australia,2021,SQL Injection,Banking,Hacker Group,Weak Passwords,VPN,77.74,25,158688,Oceania,489.89,6348,1,2,1,1,3,1,2,1
Germany,2017,Man-in-the-Middle,Healthcare,Insider,Unpatched Software,Firewall,40.64,25,121810,Western Europe,333.63,4872,1,2,1,1,3,2,3,2
Russia,2019,Man-in-the-Middle,Telecommunications,Nation-state,Weak Passwords,Antivirus,62.62,25,185427,Eastern Europe,337.71,7417,1,2,1,1,3,1,2,5
Germany,2022,Phishing,Banking,Nation-state,Social Engineering,Encryption,125.14,25,362996,Western Europe,344.74,14520,1,2,2,2,1,1,1,2
China,2024,SQL Injection,IT,Hacker Group,Zero-day,Encryption,40.23,25,332465,East Asia,121.01,13299,1,2,2,2,3,3,3,4
India,2017,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,AI-based Detection,31.29,25,80477,South Asia,388.81,3219,1,2,1,1,3,2,3,4
India,2018,SQL Injection,Healthcare,Insider,Social Engineering,Firewall,91.02,25,169533,South Asia,536.89,6781,1,2,1,1,3,1,2,4
Brazil,2022,Man-in-the-Middle,Education,Insider,Zero-day,Firewall,36.09,25,116179,South America,310.64,4647,1,2,1,1,3,3,3,3
USA,2018,Phishing,Government,Hacker Group,Zero-day,VPN,59.88,25,268232,Northern America,223.24,10729,1,2,2,2,1,3,2,3
USA,2024,Phishing,IT,Unknown,Zero-day,VPN,19.49,25,435074,Northern America,44.8,17403,1,2,2,2,1,3,2,3
Japan,2024,Ransomware,Banking,Nation-state,Weak Passwords,Firewall,233.18,25,276784,East Asia,842.46,11071,2,2,2,2,2,1,2,2
China,2018,SQL Injection,Healthcare,Hacker Group,Social Engineering,Firewall,42.2,25,179923,East Asia,234.54,7197,1,2,1,1,3,1,2,4
France,2023,SQL Injection,Banking,Unknown,Unpatched Software,Antivirus,48.02,25,170348,Western Europe,281.89,6814,1,2,1,1,3,2,3,2
UK,2023,Man-in-the-Middle,Banking,Unknown,Weak Passwords,Antivirus,42.78,25,219388,Northern Europe,195,8776,1,2,1,1,3,1,2,2
Brazil,2016,Malware,Education,Unknown,Weak Passwords,Firewall,14.27,25,63080,South America,226.22,2523,1,2,1,1,2,1,2,3
Brazil,2024,SQL Injection,IT,Insider,Zero-day,AI-based Detection,50.15,25,188006,South America,266.75,7520,1,2,1,1,3,3,3,3
China,2023,Phishing,Retail,Unknown,Zero-day,AI-based Detection,21.36,25,307247,East Asia,69.52,12290,1,2,2,2,1,3,2,4
Germany,2024,Phishing,IT,Unknown,Unpatched Software,VPN,36.96,25,325588,Western Europe,113.52,13024,1,2,2,2,1,2,2,2
France,2015,SQL Injection,Government,Insider,Zero-day,VPN,30.21,25,18122,Western Europe,1667.03,725,1,2,1,1,3,3,3,2
UK,2023,SQL Injection,Banking,Nation-state,Unpatched Software,Firewall,101.52,25,262511,Northern Europe,386.73,10500,1,2,2,2,3,2,3,2
UK,2019,Phishing,Government,Hacker Group,Weak Passwords,Firewall,14.07,25,182998,Northern Europe,76.89,7320,1,2,1,1,1,1,1,2
China,2019,SQL Injection,Retail,Insider,Zero-day,AI-based Detection,15.02,25,145345,East Asia,103.34,5814,1,2,1,1,3,3,3,4
France,2018,Malware,Retail,Unknown,Unpatched Software,Encryption,40.07,25,133341,Western Europe,300.51,5334,1,2,1,1,2,2,2,2
Japan,2016,Phishing,Education,Nation-state,Zero-day,Antivirus,55.89,25,117653,East Asia,475.04,4706,1,2,1,1,1,3,2,2
India,2021,Malware,Government,Insider,Weak Passwords,Antivirus,58.17,25,241161,South Asia,241.21,9646,1,2,2,2,2,1,2,4
USA,2015,Man-in-the-Middle,IT,Unknown,Unpatched Software,AI-based Detection,25.37,25,122374,Northern America,207.32,4895,1,2,1,1,3,2,3,3
Australia,2018,Phishing,IT,Unknown,Social Engineering,Antivirus,38.16,25,198970,Oceania,191.79,7959,1,2,1,1,1,1,1,1
China,2020,Phishing,Education,Insider,Zero-day,AI-based Detection,40.26,25,251262,East Asia,160.23,10050,1,2,2,2,1,3,2,4
Germany,2022,SQL Injection,IT,Insider,Zero-day,Encryption,41.76,25,199396,Western Europe,209.43,7976,1,2,1,1,3,3,3,2
India,2020,Malware,Healthcare,Unknown,Zero-day,Antivirus,81.35,25,279074,South Asia,291.5,11163,1,2,2,2,2,3,3,4
Russia,2020,Man-in-the-Middle,Telecommunications,Hacker Group,Unpatched Software,Antivirus,64.7,25,209886,Eastern Europe,308.26,8395,1,2,1,1,3,2,3,5
UK,2019,Phishing,IT,Unknown,Social Engineering,AI-based Detection,45.83,25,283413,Northern Europe,161.71,11337,1,2,2,2,1,1,1,2
Germany,2024,Man-in-the-Middle,IT,Hacker Group,Social Engineering,Antivirus,22.24,25,258717,Western Europe,85.96,10349,1,2,2,2,3,1,2,2
India,2016,Man-in-the-Middle,Banking,Unknown,Weak Passwords,AI-based Detection,37.14,25,108455,South Asia,342.45,4338,1,2,1,1,3,1,2,4
Russia,2018,SQL Injection,Banking,Unknown,Weak Passwords,VPN,21.85,25,102046,Eastern Europe,214.12,4082,1,2,1,1,3,1,2,5
UK,2019,Phishing,Telecommunications,Unknown,Weak Passwords,Encryption,39.05,25,237126,Northern Europe,164.68,9485,1,2,2,2,1,1,1,2
USA,2020,Man-in-the-Middle,IT,Unknown,Zero-day,Encryption,33.84,25,224967,Northern America,150.42,8999,1,2,1,1,3,3,3,3
Brazil,2021,Man-in-the-Middle,IT,Nation-state,Weak Passwords,Antivirus,59.77,25,160073,South America,373.39,6403,1,2,1,1,3,1,2,3
China,2023,DDoS,Government,Unknown,Unpatched Software,Antivirus,79.19,25,385282,East Asia,205.54,15411,1,2,2,2,2,2,2,4
India,2016,Malware,Banking,Insider,Social Engineering,Antivirus,132.39,25,265348,South Asia,498.93,10614,2,2,2,2,2,1,2,4
USA,2023,Man-in-the-Middle,Retail,Unknown,Zero-day,Antivirus,15.76,25,218565,Northern America,72.11,8743,1,2,1,1,3,3,3,3
Russia,2018,Phishing,Education,Insider,Zero-day,Firewall,43.47,25,133241,Eastern Europe,326.25,5330,1,2,1,1,1,3,2,5
France,2024,SQL Injection,Healthcare,Insider,Social Engineering,VPN,49.44,25,177109,Western Europe,279.15,7084,1,2,1,1,3,1,2,2
China,2024,Man-in-the-Middle,IT,Hacker Group,Zero-day,Encryption,73.81,25,379586,East Asia,194.45,15183,1,2,2,2,3,3,3,4
